Rk,School,G,W,L,W-L%,SRS,SOS, ,W,L, ,W,L, ,W,L, ,Tm.,Opp., ,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,TRB,AST,STL,BLK,TOV,PF
Virginia Tech,20,8,12,.400,2.40,5.85,,3,6,,7,5,,1,3,,1389,1458,,800,490,1114,.440,155,428,.362,254,348,.730,216,673,263,98,32,273,350
Wagner,20,11,9,.550,-15.50,-8.68,,3,4,,6,4,,5,5,,1290,1201,,810,458,1119,.409,142,416,.341,232,327,.709,232,710,267,157,33,236,340
Wake Forest,21,15,6,.714,9.02,5.45,,7,3,,10,1,,3,4,,1458,1383,,840,519,1178,.441,125,444,.282,295,397,.743,193,713,239,156,93,246,348
Washington,20,10,10,.500,8.12,9.02,,1,8,,8,5,,0,5,,1434,1436,,800,506,1153,.439,131,408,.321,291,436,.667,204,679,259,142,79,238,364
Washington State,22,15,7,.682,8.12,3.57,,5,4,,8,2,,3,3,,1771,1671,,885,631,1275,.495,194,534,.363,315,441,.714,229,783,374,144,111,333,425
Weber State,21,8,13,.381,-7.89,-0.28,,2,5,,3,5,,3,8,,1572,1508,,845,552,1194,.462,173,485,.357,295,419,.704,208,745,261,137,53,239,379
West Georgia,21,4,17,.190,-13.66,-2.46,,2,6,,3,4,,1,11,,1457,1635,,841,551,1260,.437,117,383,.305,238,350,.680,200,685,283,153,62,246,348
West Virginia,19,13,6,.684,16.20,9.41,,4,4,,9,2,,2,3,,1352,1223,,775,471,1113,.423,173,524,.330,237,313,.757,180,657,257,153,89,204,320
Western Carolina,19,6,13,.316,-17.67,-0.61,,2,6,,5,4,,1,9,,1297,1487,,765,448,1151,.389,168,579,.290,233,311,.749,209,731,218,112,54,294,323
Western Illinois,21,8,13,.381,-16.06,-7.39,,2,8,,5,5,,3,7,,1413,1462,,845,518,1201,.431,164,451,.364,213,311,.685,234,734,207,119,72,242,290
Western Kentucky,20,12,8,.600,1.30,2.02,,3,4,,9,2,,3,6,,1536,1501,,805,533,1261,.423,163,494,.330,307,417,.736,186,763,242,177,56,231,368
